state,abbrev,population,positive,active,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,onVentilatorCurrently,recovered,dataQualityGrade,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,bedsPerThousand,total_beds
Florida,FL,21992985,109014,105637,,13865,,,0,A,3377,13865,1978757,142315,1833006,109014,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,69381,66683,1124,10313,,,0,A,2698,10313,743234,63170,680064,69381,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,819,129,,104,,,673,D,17,104,81648,819,80829,819,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,26705,9155,140,,43,25,16858,A+,692,,,,,26705,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,4402,829,,298,,,3484,A,89,298,77376,,,3943,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,139540,132566,1614,,389,219,0,A,6974,,1428841,,,138540,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,43140,8410,701,6883,263,89,32152,A+,2578,6883,,,,43140,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,12970,11962,,1082,,,747,A,261,1082,,,,12970,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,14363,10119,335,2574,79,,3706,B,538,2574,,,,13937,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,52477,9533,631,,,77,39792,B,3152,,,,,52477,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,107611,99673,939,11219,181,98,0,A+,7938,11219,995705,,,102762,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,65337,57419,544,10648,213,,4810,A,3108,10648,591962,,,65337,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,3017,424,26,339,12,6,2490,A,103,339,84853,3690,81042,2680,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,68555,13151,557,,209,124,49290,A+,6114,,961368,85118,876250,61953,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,33763,2624,340,3897,160,,29707,A,1432,3897,529643,,,33763,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,18868,17893,546,,,66,0,B,975,,327024,21737,360303,18868,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,23424,5171,767,2946,157,91,17242,A,1011,2946,261505,,,23268,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,766,174,17,93,,,571,C,21,93,,,,766,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,56174,17987,906,,,,36921,A,1266,,,,,56174,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,3362,232,27,219,,,3044,D,86,219,162468,,,3362,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,18092,5737,125,1257,,,12099,B,256,1257,,,,18092,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,5571,912,51,558,,,4316,B,343,558,,,,5571,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,169892,127270,1196,19598,275,214,29627,A+,12995,19598,,,,169892,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,10838,5488,141,1776,,,4874,B,476,1776,,,,10838,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,14362,13202,439,,96,53,666,A+,494,,289920,,,14362,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,389666,295174,1071,89995,290,228,69710,A,24782,89995,,,,389666,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,46759,44004,592,7447,202,119,0,B,2755,7447,,,,43363,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,11510,2994,268,1319,90,,8144,A+,372,1319,299930,12498,286768,11510,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,7444,4645,185,1006,59,29,2604,A+,195,1006,,,,7185,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,83191,12171,707,,,136,64502,A+,6518,,,,,80810,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,16606,14121,104,1967,20,16,1573,A+,912,1967,,,,16606,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,27897,14897,832,2377,,,12317,A,683,2377,326631,36320,290311,27842,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,6419,781,81,629,,,5554,B,84,629,,,,6419,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,37235,11986,470,2386,,,24693,B,556,2386,718038,43217,674821,36969,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,125921,50774,4389,,,,72898,B,2249,,1630258,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,18784,8287,245,1256,77,,10334,A+,163,1256,,,,18784,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,59514,50088,886,8651,235,107,7765,A+,1661,8651,574013,,,56956,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,1184,198,13,,,,930,B,56,,,,,1184,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,29386,28102,234,4067,,44,0,B,1284,4067,,,,29386,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,28641,7763,239,3299,89,,20121,A+,757,3299,,,,25763,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,2629,682,24,,5,2,1855,B,92,,,,,2541,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,1279,293,7,109,,,966,B,20,109,40154,1164,38989,1016,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,778,264,14,,,1,502,A,12,,92947,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,31097,14259,680,2521,,,15974,B,864,2521,,,,30670,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,16678,5221,248,1188,,57,11220,A,237,1188,,,,16678,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,58179,49049,2136,4255,614,386,7746,A+,1384,4255,440138,,,57799,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,183073,177493,5065,,1421,,0,B,5580,,3496929,,,183073,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,30705,24712,249,5343,,,4342,A,1651,5343,,,,27959,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,45899,33780,138,10099,,,7842,B,4277,10099,401986,,,43941,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,10094,8375,171,,61,40,1182,A+,537,,,,,10094,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,10847,3789,91,,,,6554,A,504,,,,,9792,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,103503,100170,,13614,,,0,A,3333,13614,1944730,135955,1805379,103503,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,67678,64990,1056,10123,,,0,A,2688,10123,731261,61843,669418,67678,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,816,130,,99,,,669,D,17,99,80394,816,79578,816,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,26373,9106,163,,47,26,16579,A+,688,,,,,26373,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,4254,760,,293,,,3405,A,89,293,75730,,,3820,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,138825,131914,1648,,424,236,0,A,6911,,1399510,,,137825,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,42871,8150,736,6853,297,110,32152,A+,2569,6853,,,,42871,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,12465,11484,,1056,,,722,A,259,1056,,,,12465,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,14141,10013,376,2556,70,,3591,B,537,2556,,,,13736,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,51595,8669,646,,,83,39792,B,3134,,,,,51595,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,107439,99549,953,11157,181,112,0,A+,7890,11157,985711,,,102651,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,65007,57118,561,10611,212,,4797,A,3092,10611,583091,,,65007,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,2994,449,24,339,12,6,2443,B,102,339,81707,3645,77942,2655,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,68197,12798,557,,209,99,49290,A+,6109,,945209,84738,860471,61630,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,33469,2645,339,3860,158,,29399,A,1425,3860,520045,,,33469,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,18143,17182,595,,,66,0,B,961,,382610,21737,360303,18143,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,22898,4667,664,2915,151,88,17242,A,989,2915,253098,,,22745,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,743,156,15,91,,,566,C,21,91,,,,743,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,54453,16281,915,,,,36921,A,1251,,,,,54453,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,3320,228,28,218,,,3008,D,84,218,158524,,,3320,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,17957,5728,135,1234,,,11980,D,249,1234,,,,17957,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,5558,929,54,558,,,4290,B,339,558,,,,5558,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,169734,127268,1092,19512,307,216,29517,A+,12949,19512,,,,169734,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,10694,5483,139,1754,,,4742,C,469,1754,,,,10694,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,13997,12847,389,,100,50,658,A+,492,,285790,,,13997,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,389085,294609,1104,89995,330,228,69710,A,24766,89995,,,,389085,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,46127,43392,570,7379,205,126,0,B,2735,7379,,,,42767,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,11028,2769,265,1288,111,,7888,A+,371,1288,296988,12295,284029,11028,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,7274,4478,184,983,58,28,2604,A+,192,983,,,,7018,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,82696,11730,738,,,151,64502,A+,6464,,,,,80347,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,16533,14065,105,1958,19,17,1562,A+,906,1958,,,,16533,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,26613,13623,824,2377,,,12317,A,673,2377,317438,34800,282638,26572,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,6353,773,85,624,,,5497,B,83,624,,,,6353,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,36303,11693,446,2336,,,24068,B,542,2336,705164,42154,663010,36048,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,120370,47436,4092,,,,70714,B,2220,,1597290,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,18300,8080,214,1226,77,,10057,A,163,1226,,,,18300,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,58994,49624,847,8572,245,126,7725,A+,1645,8572,565835,,,56452,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,1164,181,19,,,,927,B,56,,,,,1164,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,28870,27594,204,4062,,37,0,B,1276,4062,,,,28870,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,28175,7573,240,3268,93,,19852,A+,750,3268,,,,25331,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,2582,700,21,,5,2,1790,B,92,,,,,2493,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,1254,281,8,109,,,953,C,20,109,38300,1149,37151,992,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,761,258,13,,,1,491,A,12,,90824,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,30454,13639,658,2471,,,15974,B,841,2471,,,,30031,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,16083,5063,237,1164,,61,10793,A,227,1164,,,,16083,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,54586,45663,1992,4255,583,379,7581,A+,1342,4255,429418,,,54214,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,178054,172539,4804,,1412,,0,B,5515,,3411686,,,178054,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,30539,24564,256,5327,,,4328,A,1647,5327,,,,27800,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,45782,33677,140,10099,,,7842,B,4263,10099,395590,,,43820,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,10058,8341,155,,50,34,1182,A+,535,,,,,10058,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,10820,3857,89,,,,6459,A,504,,,,,9764,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,100217,96951,,13407,,,0,A,3266,13407,1911676,131152,1777209,100217,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,65928,63280,1000,9953,,,0,A,2648,9953,708026,60017,648009,65928,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,814,146,,97,,,651,D,17,97,79795,814,78981,814,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,26051,9125,169,,51,28,16240,A+,686,,,,,26051,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,4006,612,,283,,,3305,A,89,283,72547,,,3585,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,138224,131349,1628,,419,250,0,A,6875,,1379003,,,137224,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,42633,8341,756,6819,283,108,31739,A+,2553,6819,,,,42633,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,12465,11484,,1056,,,722,A,259,1056,,,,12465,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,13839,9779,349,2532,67,,3534,B,526,2532,,,,13449,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,50239,7330,630,,,77,39792,B,3117,,,,,50239,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,107210,99336,920,11094,180,107,0,A+,7874,11094,975415,,,102469,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,64603,56753,602,10572,232,,4776,A,3074,10572,572731,,,64603,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,2971,460,27,336,13,6,2409,B,102,336,80662,3619,76924,2640,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,67957,12570,557,,209,99,49290,A+,6097,,934545,84485,850060,61409,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,33227,2746,332,3830,156,,29065,A,1416,3830,513137,,,33227,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,18143,17182,415,,,66,0,B,961,,270232,17275,252506,18143,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,22287,4067,710,2881,148,95,17242,A,978,2881,253098,,,22136,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,740,171,15,90,,,548,C,21,90,,,,740,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,53605,15461,870,,,,36921,A,1223,,,,,53605,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,3313,278,31,218,,,2952,D,83,218,158199,,,3313,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,17810,5790,141,1212,,,11776,D,244,1212,,,,17810,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,5544,930,55,553,,,4275,B,339,553,,,,5544,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,169415,126998,1033,19401,287,213,29522,A+,12895,19401,,,,169415,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,10565,5412,134,1746,,,4684,C,469,1746,,,,10565,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,13535,12390,373,,100,46,653,A+,492,,280618,,,13535,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,388488,294039,1122,89995,330,228,69710,A,24739,89995,,,,388488,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,45537,42833,549,7292,217,124,0,B,2704,7292,,,,42254,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,10733,2716,197,1268,93,,7648,A+,369,1268,283875,11340,271925,10733,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,7083,4303,145,969,48,27,2588,A+,192,969,,,,6836,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,82186,11655,745,,,156,64105,A+,6426,,,,,79859,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,16459,14002,106,1950,18,15,1554,A+,903,1950,,,,16459,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,25701,14252,731,2294,,,10790,A,659,2294,311953,33774,278179,25666,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,6326,808,88,616,,,5437,B,81,616,,,,6326,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,35553,11455,401,2301,,,23567,B,531,2301,699854,41499,658355,35302,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,114881,43499,3711,,,,69190,B,2192,,1549009,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,17906,7885,198,1192,67,,9863,A,158,1192,,,,17906,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,58465,49182,848,8511,240,132,7663,A+,1620,8511,555607,,,55949,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,1163,181,8,,,,926,B,56,,,,,1163,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,28680,27410,205,4049,,42,0,B,1270,4049,,,,28680,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,27878,7590,246,3231,93,,19543,A+,745,3231,,,,25068,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,2552,782,21,,5,2,1681,B,89,,,,,2461,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,1230,279,8,105,,,931,C,20,105,36228,1086,35141,974,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,755,268,15,,,1,475,A,12,,88051,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,30021,13208,593,2460,,,15974,B,839,2460,,,,29598,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,15142,4836,240,1152,,59,10082,A,224,1152,,,,15142,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,52390,43664,1942,4255,556,361,7387,A+,1339,4255,419372,,,52018,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,173824,168329,4679,,1366,,0,B,5495,,3319256,,,173824,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,30349,24393,255,5323,,,4309,A,1647,5323,,,,27608,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,45755,33653,149,10099,,,7842,B,4260,10099,393475,,,43802,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,10020,8315,168,,61,37,1172,A+,533,,,,,10020,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,10775,3812,79,,,,6459,A,504,,,,,9724,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,97291,94037,,13325,,,0,A,3254,13325,1889662,127837,1758538,97291,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,64701,62058,944,9837,,,0,A,2643,9837,698307,58928,639379,64701,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,803,142,,96,,,644,D,17,96,78744,803,77941,803,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,25963,9210,170,,53,27,16068,A+,685,,,,,25963,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,4006,612,,283,,,3305,A,89,283,72547,,,3585,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,137762,130911,1631,,422,256,0,A,6851,,1360784,,,136762,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,42423,8581,744,6788,226,124,31302,A+,2540,6788,,,,42423,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,12059,11090,,1035,,,715,A,254,1035,,,,12059,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,13750,9694,354,2522,62,,3530,B,526,2522,,,,13369,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,49778,9656,589,,,69,37017,B,3105,,,,,49778,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,107061,99203,927,11085,194,111,0,A+,7858,11085,966551,,,102333,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,64306,56467,608,10544,230,,4773,A,3066,10544,565298,,,64306,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,2957,464,26,336,11,5,2391,B,102,336,80662,3619,76924,2629,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,67711,12331,324,,181,99,49290,A+,6090,,923961,84246,839715,61230,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,32920,2845,322,3797,160,,28663,A,1412,3797,504363,,,32920,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,18003,17047,415,,,66,0,B,956,,270232,17275,252506,18003,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,20641,4380,689,2767,156,98,15323,A,938,2767,238574,,,20500,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,717,149,15,89,,,548,C,20,89,,,,717,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,52801,22362,845,,,,29219,A,1220,,,,,52801,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,3288,295,31,216,,,2910,D,83,216,155976,,,3288,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,17707,5898,140,1212,,,11565,D,244,1212,,,,17707,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,5518,935,55,551,,,4244,B,339,551,,,,5518,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,169142,126822,1105,19267,278,219,29450,A+,12870,19267,,,,169142,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,10565,5412,134,1746,,,4684,C,469,1746,,,,10565,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,13205,12061,370,,87,49,652,A+,492,,283893,,,13205,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,387936,293705,1142,89995,332,237,69506,A,24725,89995,,,,387936,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,44808,42108,496,7242,194,119,0,B,2700,7242,,,,41578,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,10515,2615,197,1243,93,,7531,A+,369,1243,283875,11340,271925,10037,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,6937,4214,154,946,50,29,2533,A+,190,946,,,,6937,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,81730,12375,735,,,157,62932,A+,6423,,,,,79405,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,16337,13928,123,1922,23,12,1515,A+,894,1922,,,,16337,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,24693,13250,692,2294,,,10790,A,653,2294,302635,32592,270043,24661,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,6297,827,89,608,,,5389,B,81,608,,,,6297,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,35102,11509,416,2291,,,23067,B,526,2291,685381,40967,644414,34854,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,111601,40920,3409,,,,68499,B,2182,,1526180,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,17462,7645,222,1184,67,,9659,A,158,1184,,,,17462,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,57994,48737,863,8509,243,125,7646,A+,1611,8509,543186,,,55504,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,1159,181,11,,,,922,B,56,,,,,1159,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,28255,26990,267,4030,,54,0,B,1265,4030,,,,28255,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,27615,7561,242,3220,94,,19310,A+,744,3220,,,,24819,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,2543,778,23,,3,2,1676,B,89,,,,,2452,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,1197,268,8,100,,,909,C,20,100,36228,1086,35141,947,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,743,267,16,,,1,464,A,12,,86918,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,29549,12737,628,2443,,,15974,B,838,2443,,,,29126,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,15142,4836,224,1100,,53,10082,B,224,1100,,,,15142,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,49798,41264,1938,4252,546,368,7196,A+,1338,4252,404908,,,49426,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,169309,163885,4582,,1332,,0,B,5424,,3234412,,,169309,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,30187,24248,250,5318,,,4296,A,1643,5318,,,,27453,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,45715,33622,150,10099,,,7842,B,4251,10099,389703,,,43763,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,9984,8287,177,,58,40,1166,A+,531,,,,,9984,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,10681,3782,75,,,,6395,A,504,,,,,9632,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,93797,90560,,13227,,,0,A,3237,13227,1844106,123815,1717070,93797,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,63809,61167,944,9837,,,0,A,2642,9837,688588,58013,630575,63809,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,789,130,,96,,,642,D,17,96,77620,789,76831,789,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,25496,8852,182,,58,30,15963,A+,681,,,,,25496,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,3871,599,,279,,,3183,A,89,279,70791,,,3466,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,137104,130275,1696,,454,274,0,A,6829,,1336968,,,136104,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,42061,8415,768,6755,231,113,31110,A+,2536,6755,,,,42061,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,12059,11090,,1035,,,715,A,254,1035,,,,12059,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,13630,9576,354,2522,62,,3530,B,524,2522,,,,13253,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,49385,9264,574,,,73,37017,B,3104,,,,,49385,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,106936,99108,964,11076,200,118,0,A+,7828,11076,956716,,,102228,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,63956,56159,644,10497,238,,4745,A,3052,10497,555874,,,63956,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,2938,456,29,333,13,5,2380,B,102,333,79248,3592,75537,2610,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,67545,12168,557,,209,99,49290,A+,6087,,911028,83939,827089,61084,0,0,0,0,0,,2.5,25112.5725
